"ANONID" "SUBJECT" "CATALOG_NBR" "GRD_PTS_PER_UNIT" "GPAO" "DIV" "ANON_INSTR_ID" "TERM" "MAJOR3_DESCR" "MAJOR2_DESCR" "MAJOR1_DESCR" "HSGPA" "LAST_ACT_ENGL_SCORE" "LAST_ACT_MATH_SCORE" "LAST_ACT_READ_SCORE" "LAST_ACT_SCIRE_SCORE" "LAST_ACT_COMP_SCORE" "LAST_SATI_VERB_SCORE" "LAST_SATI_MATH_SCORE" "LAST_SATI_TOTAL_SCORE" "SEX" "STDNT_GROUP1" "STDNT_GROUP2" "MAJOR1_DEPT" "MAJOR2_DEPT" "MAJOR3_DEPT" "ADMIT_TERM" "MAJOR1_TERM" "MAJOR2_TERM" "MAJOR3_TERM"
"16120" 209629 "STATS" 250 3.3 3.68571428571429 "S" 386 130 NA NA NA 0 35 31 35 32 34 710 670 1380 "M" NA "G" NA NA NA 134 NA NA NA
"16121" 209636 "STATS" 250 1 3.66086956521739 "S" 386 122 NA NA "Education Elem ABEd" 0 26 24 29 30 28 NA NA NA "F" NA NA "School Of Education" NA NA 126 133 NA NA
"16122" 209680 "STATS" 250 4 3.78181818181818 "S" 71 134 NA NA "Cellular & Molec Biology BS" 3.6 23 34 25 33 29 510 700 1210 "M" NA NA "Molecular, Cellular, and Developmental Biology" NA NA 122 135 NA NA
"16123" 209691 "STATS" 250 4 3.97798165137615 "S" 386 122 NA "Anthropology BA" "Spanish BA" 4 34 35 31 31 33 NA NA NA "F" NA "G" "Romance Languages Department" "Anthropology Department" NA 118 131 131 NA
"16124" 209692 "STATS" 250 4 3.88548387096774 "S" 386 135 NA NA NA 3.9 35 29 32 29 32 NA NA NA "F" NA NA NA NA NA 130 NA NA NA
"16125" 209701 "STATS" 250 2.7 3.08245614035088 "S" 1260 127 NA NA "Biopsych, Cognit & Neurosci BS" 2.9 25 24 NA NA 22 510 520 1030 "M" "E" NA "Psychology Department" NA NA 118 131 NA NA
"16126" 209722 "STATS" 250 0 1.66666666666667 "S" 386 130 NA NA NA 3.3 23 30 26 28 27 620 710 1330 "M" NA NA NA NA NA 102 NA NA NA
"16127" 209738 "STATS" 250 3 2.83188405797101 "S" 386 130 NA NA NA 3.9 30 28 25 28 28 NA NA NA "M" NA NA NA NA NA 126 NA NA NA
"16128" 209739 "STATS" 250 3.3 3.3304347826087 "S" 1446 135 NA NA NA 3.9 30 34 30 33 32 650 770 1420 "M" NA NA NA NA NA 134 NA NA NA
"16129" 209749 "STATS" 250 2.7 3.03333333333333 "S" 1260 123 NA NA "Sport Management BA" 3.9 27 24 27 31 28 NA NA NA "M" NA NA "School Of Kinesiology" NA NA 122 135 NA NA
"16130" 209783 "STATS" 250 2.3 2.53473684210526 "S" 386 119 NA NA "Evolutionary Anthropology BS" 3.6 28 27 30 29 29 630 660 1290 "F" NA NA "Anthropology Department" NA NA 114 127 NA NA
"16131" 209792 "STATS" 250 3 3.54814814814815 "S" 71 135 NA NA NA 4 34 34 34 36 35 720 680 1400 "F" NA "G" NA NA NA 134 NA NA NA
"16132" 209793 "STATS" 250 3.7 3.85 "S" 1802 122 NA NA "Environment BS" 3.98 25 27 27 25 26 NA NA NA "F" NA NA "Program in the Environment" NA NA 118 133 NA NA
"16133" 209796 "STATS" 250 3.7 3.588 "S" 386 126 NA NA "Computer Science BSE" 3.87 33 34 25 34 31 NA NA NA "M" NA NA "Electrical Engr & Computer Sci" NA NA 118 131 NA NA
"16134" 209798 "STATS" 250 4 3.86071428571429 "S" 386 135 NA NA NA 3.9 34 34 NA NA 33 720 690 1410 "F" NA NA NA NA NA 134 NA NA NA
"16135" 209802 "STATS" 250 3.3 3.52307692307692 "S" 386 130 NA NA NA 3.7 34 28 NA NA 29 660 670 1330 "F" NA NA NA NA NA 130 NA NA NA
"16136" 209828 "STATS" 250 2 2.67894736842105 "S" 1446 134 NA NA NA 3.7 26 24 22 23 24 530 480 1010 "F" "E" NA NA NA NA 130 NA NA NA
"16137" 209849 "STATS" 250 4 3.07931034482759 "S" 1260 134 NA NA NA 3.8 31 23 30 26 28 NA NA NA "M" NA NA NA NA NA 130 NA NA NA
"16138" 209850 "STATS" 250 3 3.04 "S" 71 135 NA NA "Economics BS" 3.8 33 33 24 28 30 NA NA NA "M" NA NA "Economics Department" NA NA 122 135 NA NA
"16139" 209923 "STATS" 250 2.3 2.82857142857143 "S" 1260 127 NA NA NA 3.4 26 27 28 24 26 NA NA NA "F" NA NA NA NA NA 126 NA NA NA
"16140" 209924 "STATS" 250 4 3.340625 "S" 386 126 NA NA "Political Science BA" 3.7 28 30 NA NA 30 580 650 1230 "M" NA NA "Political Science Department" NA NA 122 135 NA NA
"16141" 209936 "STATS" 250 4 3.33333333333333 "S" 1260 126 NA NA "Neuroscience BS" 0 NA NA NA NA NA NA NA NA "F" NA NA "Molecular, Cellular, and Developmental Biology" NA NA 134 131 NA NA
"16142" 209943 "STATS" 250 3 3.54888888888889 "S" 386 119 NA NA "English BA" 0 34 27 18 26 27 NA NA NA "F" NA NA "English Language & Literature Dept" NA NA 117 121 NA NA
"16143" 209962 "STATS" 250 4 3.7 "S" 1446 134 NA NA NA 3.9 33 35 29 35 33 NA NA NA "M" NA NA NA NA NA 134 NA NA NA
"16144" 209973 "STATS" 250 3.7 3.79285714285714 "S" 1260 123 NA NA "Public Policy BA" 3.51 30 28 29 30 30 NA NA NA "F" NA NA "School Of Public Policy" NA NA 118 131 NA NA
"16145" 209976 "STATS" 250 2.7 3.6921568627451 "S" 386 123 NA "Biomolecular Science BS" "Drama BS" 4 28 26 22 23 25 NA NA NA "M" "E" NA "Dept Of Theatre & Drama" "Chemistry Department" NA 122 135 135 NA
"16146" 209990 "STATS" 250 3.3 2.91458333333333 "S" 386 127 NA NA "Psychology BS" 3.66 23 29 30 33 29 NA NA NA "M" NA NA "Psychology Department" NA NA 118 131 NA NA
"16147" 210009 "STATS" 250 3 3.168 "S" 1260 122 NA NA "Biopsych, Cognit & Neurosci BS" 3.9 26 35 30 30 30 NA NA NA "M" NA NA "Psychology Department" NA NA 118 131 NA NA
"16148" 210041 "STATS" 250 3 3.53103448275862 "S" 1260 119 NA NA "Biopsych, Cognit & Neurosci BS" 3.9 30 32 28 28 29 610 680 1290 "F" NA NA "Psychology Department" NA NA 118 131 NA NA
"16149" 210070 "STATS" 250 3.3 3.74545454545455 "S" 386 119 NA NA "Neuroscience BS" 4 33 26 36 29 31 NA NA NA "F" NA NA "Molecular, Cellular, and Developmental Biology" NA NA 114 127 NA NA
"16150" 210080 "STATS" 250 3 3.32435897435897 "S" 71 134 NA NA NA 3.9 29 32 27 25 28 NA NA NA "M" NA NA NA NA NA 130 NA NA NA
"16151" 210098 "STATS" 250 2.3 2.36222222222222 "S" 1260 122 NA NA "Psychology BA" 3.6 21 19 23 20 21 510 460 970 "F" NA NA "Psychology Department" NA NA 118 131 NA NA
"16152" 210101 "STATS" 250 0 3.46410256410256 "S" 1260 126 NA NA NA 4 34 29 32 27 31 NA NA NA "F" NA "G" NA NA NA 122 NA NA NA
"16153" 210112 "STATS" 250 2.7 2.92089552238806 "S" 386 126 NA NA NA 3.8 27 25 24 22 25 590 560 1150 "F" NA NA NA NA NA 122 NA NA NA
"16154" 210146 "STATS" 250 3.7 3.66071428571429 "S" 386 134 NA NA NA 3.7 24 28 27 25 26 NA NA NA "M" NA NA NA NA NA 130 NA NA NA
"16155" 210152 "STATS" 250 3.7 3.34098360655738 "S" 71 130 NA NA NA 3.9 29 25 32 23 27 NA NA NA "M" NA NA NA NA NA 130 NA NA NA
"16156" 210162 "STATS" 250 0 2.31481481481481 "S" 1260 119 NA NA "Psychology BA" 0 20 24 25 20 23 NA NA NA "F" NA NA "Psychology Department" NA NA 120 127 NA NA
"16157" 210168 "STATS" 250 2.7 3.32222222222222 "S" 386 131 NA NA NA 3.9 32 30 34 31 32 NA NA NA "F" NA "G" NA NA NA 126 NA NA NA
"16158" 210215 "STATS" 250 3.3 3.166 "S" 386 126 NA NA NA 3.7 31 27 21 26 27 NA NA NA "M" NA NA NA NA NA 126 NA NA NA
"16159" 210224 "STATS" 250 3.3 3.58823529411765 "S" 386 135 NA NA NA 3.8 34 33 28 25 30 NA NA NA "M" "E" NA NA NA NA 130 NA NA NA
"16160" 210284 "STATS" 250 3 3.16666666666667 "S" 386 123 NA NA "Psychology BA" 3.9 29 27 30 23 28 NA NA NA "F" NA NA "Psychology Department" NA NA 118 134 NA NA
"16161" 210291 "STATS" 250 3.7 3.43695652173913 "S" 1260 130 NA NA NA 0 20 32 NA NA 31 610 750 1360 "M" NA NA NA NA NA 134 NA NA NA
"16162" 210331 "STATS" 250 3.3 2.76071428571429 "S" 386 134 NA NA NA 3.9 23 29 31 25 27 NA NA NA "M" NA NA NA NA NA 130 NA NA NA
"16163" 210453 "STATS" 250 3 3.18558558558559 "S" 1446 135 NA NA NA 3.9 31 27 34 30 31 NA NA NA "F" NA NA NA NA NA 126 NA NA NA
"16164" 210483 "STATS" 250 3.3 3.35 "S" 386 135 NA NA NA 3.8 31 29 36 31 32 NA NA NA "M" NA NA NA NA NA 130 NA NA NA
"16165" 210495 "STATS" 250 3.7 3.53620689655172 "S" 1446 135 NA NA NA 3.9 34 32 28 25 30 NA NA NA "F" NA NA NA NA NA 134 NA NA NA
"16166" 210505 "STATS" 250 3 3.57422680412371 "S" 386 122 NA NA "Neuroscience BS" 3.8 26 25 22 27 25 550 650 1200 "F" NA NA "Molecular, Cellular, and Developmental Biology" NA NA 114 127 NA NA
"16167" 210508 "STATS" 250 3.7 3.6 "S" 386 123 NA NA "Business Administration BBA" 4 35 32 35 29 33 NA NA NA "M" NA NA "School of Business Administration" NA NA 122 135 NA NA
"16168" 210515 "STATS" 250 2.3 2.92093023255814 "S" 386 126 NA NA NA 3.9 26 27 28 25 26 NA NA NA "M" "E" NA NA NA NA 126 NA NA NA
"16169" 210516 "STATS" 250 3.3 3.64927536231884 "S" 386 122 NA NA "Biopsych, Cognit & Neurosci BS" 3.9 33 26 NA NA 28 640 670 1310 "M" NA NA "Psychology Department" NA NA 118 131 NA NA
"16170" 210517 "STATS" 250 3.7 3.85714285714286 "S" 71 135 NA NA NA 4 29 32 32 29 31 NA NA NA "M" NA NA NA NA NA 134 NA NA NA
"16171" 210525 "STATS" 250 4 3.36078431372549 "S" 1446 131 NA NA NA 3.7 35 32 32 30 32 NA NA NA "F" NA NA NA NA NA 126 NA NA NA
"16172" 210532 "STATS" 250 3.3 3.9 "S" 386 135 NA NA NA 3.7 34 29 36 28 32 NA NA NA "F" NA NA NA NA NA 130 NA NA NA
"16173" 210565 "STATS" 250 2.7 3.45238095238095 "S" 386 126 NA NA "Political Science BA" 3.4 32 24 NA NA 27 650 650 1300 "F" NA NA "Political Science Department" NA NA 122 135 NA NA
"16174" 210571 "STATS" 250 1.3 2.17583333333333 "S" 1260 126 NA "Statistics BS" "Mathematics BS" 3.9 23 36 NA NA 29 510 800 1310 "F" NA NA "Mathematics Department" "Statistics Department" NA 114 127 127 NA
"16175" 210571 "STATS" 250 1.3 2.26507936507937 "S" 1260 119 NA "Statistics BS" "Mathematics BS" 3.9 23 36 NA NA 29 510 800 1310 "F" NA NA "Mathematics Department" "Statistics Department" NA 114 127 127 NA
"16176" 210585 "STATS" 250 4 2.75977011494253 "S" 386 131 NA NA "Neuroscience BS" 3.8 27 27 25 27 27 NA NA NA "M" NA NA "Molecular, Cellular, and Developmental Biology" NA NA 118 134 NA NA
"16177" 210619 "STATS" 250 3 3.47692307692308 "S" 1260 127 NA NA NA 3.9 27 30 NA NA 28 680 720 1400 "M" NA NA NA NA NA 126 NA NA NA
"16178" 210623 "STATS" 250 3.4 3.42424242424242 "S" 1260 119 NA NA "Psychology BS" 4 28 36 20 26 27 640 740 1380 "M" NA "G" "Psychology Department" NA NA 118 134 NA NA
"16179" 210625 "STATS" 250 4 3.96666666666667 "S" 1260 131 NA NA NA 4 33 35 33 35 34 NA NA NA "M" NA NA NA NA NA 130 NA NA NA
"16180" 210633 "STATS" 250 3 3.21707317073171 "S" 1802 126 NA "Economics BA" "Political Science BA" 3.5 34 30 NA NA 33 800 770 1570 "M" NA NA "Political Science Department" "Economics Department" NA 122 135 135 NA
"16181" 210642 "STATS" 250 2.7 3.59807692307692 "S" 386 122 NA NA "Asian Studies BA" 3.7 28 25 28 22 26 580 530 1110 "F" NA NA "Asian Languages And Cultures" NA NA 114 127 NA NA
"16182" 210643 "STATS" 250 2.7 3.57543859649123 "S" 71 135 NA NA NA 3.4 34 27 29 23 29 NA NA NA "F" NA NA NA NA NA 126 NA NA NA
"16183" 210662 "STATS" 250 3 3.56774193548387 "S" 386 126 NA NA NA 0 27 29 NA NA 32 760 700 1460 "F" NA NA NA NA NA 126 NA NA NA
"16184" 210666 "STATS" 250 3.3 3.21 "S" 1802 126 NA NA "Sport Management BA" 3.2 28 32 29 34 31 NA NA NA "M" NA NA "School Of Kinesiology" NA NA 118 134 NA NA
"16185" 210667 "STATS" 250 2.3 2.844 "S" 386 122 NA NA "Evolutionary Anthropology BS" 3.8 26 25 23 25 25 NA NA NA "F" NA NA "Anthropology Department" NA NA 114 127 NA NA
"16186" 210670 "STATS" 250 3.3 3.78679245283019 "S" 386 131 NA NA "English BA" 3.9 32 22 26 22 26 NA NA NA "F" NA NA "English Language & Literature Dept" NA NA 118 131 NA NA
"16187" 210686 "STATS" 250 4 3.96666666666667 "S" 386 135 NA NA NA 0 33 34 33 27 32 NA NA NA "F" NA NA NA NA NA 138 NA NA NA
"16188" 210708 "STATS" 250 3 3.49189189189189 "S" 1260 119 NA NA "Economics BA" 0 NA NA NA NA NA NA NA NA "F" NA NA "Economics Department" NA NA 118 127 NA NA
"16189" 210721 "STATS" 250 4 4.31111111111111 "S" 1260 131 NA NA NA 3.9 35 34 36 34 35 710 700 1410 "F" NA "G" NA NA NA 130 NA NA NA
"16190" 210735 "STATS" 250 0 2.85 "S" 386 119 NA NA "Environment BS" 3.5 26 30 36 32 31 NA NA NA "F" NA NA "Program in the Environment" NA NA 110 123 NA NA
"16191" 210742 "STATS" 250 2.7 3.06559139784946 "S" 386 118 NA NA "Environment BS" 4 35 28 35 25 31 NA NA NA "F" NA NA "Program in the Environment" NA NA 110 123 NA NA
"16192" 210744 "STATS" 250 3.7 3.26086956521739 "S" 1802 126 NA NA "Neuroscience BS" 3.9 34 35 31 30 32 670 740 1410 "F" NA "G" "Molecular, Cellular, and Developmental Biology" NA NA 122 135 NA NA
"16193" 210750 "STATS" 250 3 3.14827586206897 "S" 1260 122 NA NA "Business Administration BBA" 4 32 31 29 29 31 NA NA NA "M" NA NA "School of Business Administration" NA NA 114 127 NA NA
"16194" 210762 "STATS" 250 3 3.45952380952381 "S" 386 134 NA NA "Public Policy BA" 3.4 34 35 31 32 33 NA NA NA "M" NA NA "School Of Public Policy" NA NA 122 135 NA NA
"16195" 210773 "STATS" 250 3.7 3.52727272727273 "S" 71 134 NA NA NA 3.8 33 32 NA NA 32 730 690 1420 "F" NA NA NA NA NA 130 NA NA NA
"16196" 210782 "STATS" 250 3.7 3.6962962962963 "S" 1802 127 NA NA NA 0 32 34 27 29 30 NA NA NA "M" NA NA NA NA NA 130 NA NA NA
"16197" 210841 "STATS" 250 3.3 2.80487804878049 "S" 71 130 NA NA NA 0 26 27 22 22 25 NA NA NA "F" NA NA NA NA NA 130 NA NA NA
"16198" 210841 "STATS" 250 2.3 2.97254901960784 "S" 1260 127 NA NA NA 0 26 27 22 22 25 NA NA NA "F" NA NA NA NA NA 130 NA NA NA
"16199" 210849 "STATS" 250 3.7 3.4962962962963 "S" 1802 130 NA NA NA 0 31 34 34 35 33 NA NA NA "M" NA NA NA NA NA 134 NA NA NA
"16200" 210851 "STATS" 250 3.3 3.2 "S" 386 135 NA NA NA 3.8 31 34 32 33 33 550 710 1260 "M" NA NA NA NA NA 130 NA NA NA
"16201" 210864 "STATS" 250 4 3.9547619047619 "S" 71 135 NA NA NA 4 34 31 33 31 33 NA NA NA "F" NA NA NA NA NA 134 NA NA NA
"16202" 210871 "STATS" 250 4 3.2875 "S" 386 130 NA NA NA 3.6 30 35 34 33 33 NA NA NA "M" NA NA NA NA NA 126 NA NA NA
"16203" 210877 "STATS" 250 2.3 2.98863636363636 "S" 1260 131 NA NA NA 3.8 26 32 30 28 29 670 650 1320 "M" NA NA NA NA NA 126 NA NA NA
"16204" 210895 "STATS" 250 2.3 3.09047619047619 "S" 386 131 NA NA NA 3.8 32 34 NA NA 32 610 710 1320 "M" NA NA NA NA NA 126 NA NA NA
"16205" 210899 "STATS" 250 3.3 4.24666666666667 "S" 386 135 NA NA NA 4 35 31 31 26 31 NA NA NA "M" NA NA NA NA NA 130 NA NA NA
"16206" 210905 "STATS" 250 3 3.58 "S" 1446 135 NA NA NA 4 35 32 33 29 32 NA NA NA "F" NA "G" NA NA NA 134 NA NA NA
"16207" 210914 "STATS" 250 3.3 3.82608695652174 "S" 386 126 NA NA "Organizational Studies BA" 0 30 23 NA NA 28 670 580 1250 "F" NA NA "Organizational Studies" NA NA 118 131 NA NA
"16208" 210936 "STATS" 250 3 3.28421052631579 "S" 1802 130 NA NA NA 0 29 31 26 26 28 NA NA NA "F" "F" NA NA NA NA 134 NA NA NA
"16209" 210937 "STATS" 250 3.7 4 "S" 71 130 NA NA NA 4 33 30 33 35 33 720 680 1400 "F" NA "G" NA NA NA 130 NA NA NA
"16210" 210938 "STATS" 250 3 3.43225806451613 "S" 1802 127 NA NA "Biomolecular Science BS" 4 35 32 33 29 32 NA NA NA "F" NA "G" "Chemistry Department" NA NA 122 135 NA NA
"16211" 210941 "STATS" 250 2 2.88688524590164 "S" 1260 127 NA NA NA 3.9 28 27 31 27 29 NA NA NA "F" NA NA NA NA NA 126 NA NA NA
"16212" 210965 "STATS" 250 2 3.16984126984127 "S" 1446 135 NA NA NA 3.9 34 31 28 34 32 NA NA NA "M" NA NA NA NA NA 134 NA NA NA
"16213" 210967 "STATS" 250 4 3.87118644067797 "S" 386 123 NA "Political Science BA" "International Studies BA" 4 32 29 32 23 29 NA NA NA "F" NA NA "International Institute" "Political Science Department" NA 118 131 131 NA
"16214" 210969 "STATS" 250 4 3.56428571428571 "S" 386 126 NA NA "Public Policy BA" 3.8 34 26 NA NA 31 650 670 1320 "F" NA NA "School Of Public Policy" NA NA 118 131 NA NA
"16215" 210979 "STATS" 250 3.7 3.56666666666667 "S" 1802 130 NA NA NA 4 28 29 NA NA 29 650 670 1320 "F" NA NA NA NA NA 126 NA NA NA
"16216" 211005 "STATS" 250 2.3 3.60975609756098 "S" 386 127 NA NA NA 3.9 28 26 27 25 27 NA NA NA "F" NA NA NA NA NA 126 NA NA NA
"16217" 211010 "STATS" 250 2.7 2.88333333333333 "S" 1802 127 NA NA NA 3.6 32 27 30 31 30 NA NA NA "M" NA NA NA NA NA 126 NA NA NA
"16218" 211011 "STATS" 250 3.3 3.69787234042553 "S" 71 131 NA "Arab,Arm,Pers,Turk & Islamic S" "Anthropology BA" 0 NA NA NA NA NA NA NA NA "F" NA NA "Anthropology Department" "Near Eastern Studies Department" NA 126 133 133 NA
"16219" 211019 "STATS" 250 2 3.52173913043478 "S" 386 126 NA NA "Screen Arts & Cultures BA" 3.7 31 33 NA NA 31 690 700 1390 "M" NA NA "Screen Arts and Cultures" NA NA 122 135 NA NA
"16220" 211038 "STATS" 250 3.7 3.43786982248521 "S" 386 135 NA NA NA 0 27 31 NA NA 29 570 690 1260 "F" NA NA NA NA NA 130 NA NA NA
"16221" 211039 "STATS" 250 0 1.96046511627907 "S" 386 127 NA NA NA 3.5 28 25 24 21 25 NA NA NA "F" NA NA NA NA NA 122 NA NA NA
"16222" 211060 "STATS" 250 0 1.96574074074074 "S" 1260 123 NA NA NA 3.9 31 32 32 34 33 600 680 1280 "F" NA NA NA NA NA 122 NA NA NA
"16223" 211077 "STATS" 250 4 3.5 "S" 386 135 NA NA NA 3.9 34 31 24 29 29 NA NA NA "F" NA NA NA NA NA 130 NA NA NA
"16224" 211099 "STATS" 250 3.7 3.33571428571429 "S" 386 119 NA NA "Economics BA" 3.44 23 29 NA NA 28 640 640 1280 "F" NA NA "Economics Department" NA NA 118 131 NA NA
"16225" 211130 "STATS" 250 3.7 3.82954545454545 "S" 1260 126 NA NA "Psychology BS" 4 32 29 33 30 31 NA NA NA "F" NA NA "Psychology Department" NA NA 122 135 NA NA
"16226" 211139 "STATS" 250 2.7 3.23076923076923 "S" 1260 123 NA NA "Nursing BS Fresh" 3.8 30 35 31 28 31 NA NA NA "F" NA NA "School Of Nursing" NA NA 118 131 NA NA
"16227" 211140 "STATS" 250 3 2.9375 "S" 1260 119 NA "German BA" "International Studies BA" 3.9 32 30 25 27 29 NA NA NA "M" NA NA "International Institute" "Germanic Languages & Lit Dept" NA 114 130 130 NA
"16228" 211159 "STATS" 250 3.3 3.38148148148148 "S" 386 127 NA NA NA 3.8 29 30 32 27 29 NA NA NA "F" NA NA NA NA NA 126 NA NA NA
"16229" 211160 "STATS" 250 3.7 3.77857142857143 "S" 386 122 NA NA "Dance BFA" 3.9 30 17 31 24 26 NA NA NA "F" NA NA "Department Of Dance" NA NA 114 127 NA NA
"16230" 211167 "STATS" 250 3 3.15636363636364 "S" 386 127 NA NA NA 4 28 25 30 24 27 NA NA NA "F" "E" NA NA NA NA 122 NA NA NA
"16231" 211191 "STATS" 250 2.7 3.0375 "S" 1260 134 NA NA NA 3.7 34 29 31 34 32 NA NA NA "F" NA NA NA NA NA 134 NA NA NA
"16232" 211235 "STATS" 250 3.3 3.28461538461538 "S" 386 135 NA NA NA 3.9 34 34 30 27 32 NA NA NA "M" NA NA NA NA NA 130 NA NA NA
"16233" 211241 "STATS" 250 3 3.23333333333333 "S" 1260 135 NA NA NA 3.9 30 30 NA NA 28 670 730 1400 "M" NA NA NA NA NA 134 NA NA NA
"16234" 211261 "STATS" 250 4 3.54285714285714 "S" 1260 119 NA NA "Business Administration BBA" 3.9 35 29 32 26 30 NA NA NA "F" NA NA "School of Business Administration" NA NA 114 127 NA NA
"16235" 211262 "STATS" 250 3.7 3.41071428571429 "S" 1260 134 NA NA NA 3.9 33 30 33 28 31 NA NA NA "F" NA "G" NA NA NA 130 NA NA NA
"16236" 211269 "STATS" 250 3 3.41694915254237 "S" 1446 135 NA NA NA 3.9 24 20 23 22 23 NA NA NA "F" "E" NA NA NA NA 122 NA NA NA
"16237" 211290 "STATS" 250 3 3.15 "S" 1260 126 NA "Political Science BA" "Latin Amer & Caribbean St BA" 3.8 30 25 28 26 28 NA NA NA "F" NA NA "Latin Amer & Carribean Studies" "Political Science Department" NA 122 134 134 NA
"16238" 211322 "STATS" 250 3 3.58484848484848 "S" 1260 127 NA "Political Science BA" "Psychology BA" 3.6 33 30 35 30 32 NA NA NA "F" NA "G" "Psychology Department" "Political Science Department" NA 122 135 135 NA
"16239" 211330 "STATS" 250 3 2.81875 "S" 386 130 NA NA NA 2.9 34 32 NA NA 33 740 680 1420 "M" NA NA NA NA NA 125 NA NA NA
"16240" 211350 "STATS" 250 3.7 3.26363636363636 "S" 1260 134 NA "Computer Science BSE" "Business Administration BBA" 3.9 34 33 34 35 34 NA NA NA "M" NA NA "School of Business Administration" "Electrical Engr & Computer Sci" NA 118 134 134 NA
"16241" 211358 "STATS" 250 3 3.02608695652174 "S" 71 134 NA NA NA 3.9 24 23 28 24 25 NA NA NA "F" "E" NA NA NA NA 130 NA NA NA
"16242" 211359 "STATS" 250 4 3.27636363636364 "S" 1446 134 NA NA NA 3.9 34 33 31 30 32 NA NA NA "M" NA NA NA NA NA 134 NA NA NA
"16243" 211370 "STATS" 250 3.7 3.46511627906977 "S" 1802 127 NA NA NA 3.9 32 30 25 24 28 610 670 1280 "F" NA NA NA NA NA 126 NA NA NA
"16244" 211376 "STATS" 250 3.3 3.37903225806452 "S" 1260 123 NA NA NA 3.2 32 31 NA NA 31 710 660 1370 "M" NA NA NA NA NA 122 NA NA NA
"16245" 211383 "STATS" 250 3.7 3.40833333333333 "S" 71 134 NA NA NA 4 34 35 33 32 34 NA NA NA "F" NA "G" NA NA NA 130 NA NA NA
"16246" 211385 "STATS" 250 3.7 3.452 "S" 1260 135 NA NA NA 3.4 31 32 31 27 30 NA NA NA "F" NA NA NA NA NA 134 NA NA NA
"16247" 211386 "STATS" 250 2.3 2.24727272727273 "S" 386 126 NA NA "Political Science BA" 3.9 25 24 18 21 22 NA NA NA "M" "D" "E" "Political Science Department" NA NA 117 131 NA NA
"16248" 211407 "STATS" 250 4 3.9 "S" 386 130 "Mathematics BS" "Spanish BS" "Computer Science BS" 4 34 31 34 27 32 NA NA NA "F" NA "G" "Program In Computer Science" "Romance Languages Department" "Mathematics Department" 118 135 135 135
"16249" 211411 "STATS" 250 2 2.39642857142857 "S" 1260 135 NA NA NA 3.6 32 30 NA NA 31 710 650 1360 "M" NA NA NA NA NA 130 NA NA NA
"16250" 211423 "STATS" 250 4 3.9 "S" 1260 119 NA NA "Neuroscience BS" 3.9 34 34 31 35 34 650 800 1450 "F" NA "G" "Molecular, Cellular, and Developmental Biology" NA NA 118 131 NA NA
"16251" 211433 "STATS" 250 2.3 2.52264150943396 "S" 1260 131 NA NA NA 3.8 35 36 35 30 34 730 730 1460 "M" NA NA NA NA NA 130 NA NA NA
"16252" 211440 "STATS" 250 3 3.03214285714286 "S" 1260 122 NA NA "International Studies BA" 3.55 33 29 29 30 30 NA NA NA "F" NA NA "International Institute" NA NA 118 131 NA NA
"16253" 211447 "STATS" 250 4 3.95714285714286 "S" 1802 130 NA NA NA 3.9 33 32 33 28 32 NA NA NA "F" NA "G" NA NA NA 126 NA NA NA
"16254" 211471 "STATS" 250 2.7 3 "S" 1260 126 NA NA "Neuroscience BS" 3.47 27 29 35 30 30 NA NA NA "M" NA NA "Molecular, Cellular, and Developmental Biology" NA NA 118 131 NA NA
"16255" 211474 "STATS" 250 4 3.7325 "S" 386 126 NA "Spanish BS" "Biochemistry BS" 4 32 34 35 33 34 NA NA NA "M" NA "G" "Chemistry Department" "Romance Languages Department" NA 122 135 135 NA
"16256" 211482 "STATS" 250 3.7 3.53421052631579 "S" 386 126 NA NA "Computer Science BSE" 3.9 35 35 34 31 34 NA NA NA "M" NA "G" "Electrical Engr & Computer Sci" NA NA 122 135 NA NA
"16257" 211544 "STATS" 250 4 3.7741935483871 "S" 1260 131 NA NA NA 3.9 28 30 34 25 30 NA NA NA "M" NA NA NA NA NA 130 NA NA NA
"16258" 211554 "STATS" 250 3.3 3.28666666666667 "S" 1260 123 NA NA "Philosophy BA" 3.8 27 34 30 34 32 NA NA NA "M" NA NA "Philosophy Department" NA NA 122 135 NA NA
"16259" 211558 "STATS" 250 1.7 2.75365853658537 "S" 386 127 NA NA "Computer Science BSE" 0 25 27 NA NA 26 510 650 1160 "M" NA NA "Electrical Engr & Computer Sci" NA NA 114 131 NA NA
"16260" 211558 "STATS" 250 3 2.818 "S" 386 126 NA NA "Computer Science BSE" 0 25 27 NA NA 26 510 650 1160 "M" NA NA "Electrical Engr & Computer Sci" NA NA 114 131 NA NA
"16261" 211570 "STATS" 250 3.7 3.01463414634146 "S" 386 131 NA NA NA 3.6 35 34 36 32 35 710 680 1390 "F" "B" NA NA NA NA 122 NA NA NA
"16262" 211580 "STATS" 250 3.3 2.86296296296296 "S" 386 119 NA NA "Psychology BA" 4 22 29 25 26 25 NA NA NA "F" NA NA "Psychology Department" NA NA 114 127 NA NA
"16263" 211587 "STATS" 250 3 3.37083333333333 "S" 386 118 NA NA "Microbiology BS" 3.8 33 30 31 33 32 NA NA NA "F" NA NA "Microbiology And Immunology" NA NA 114 127 NA NA
